Kd_id,Kd_Cond,Kd_Age,Brand,Manufacture,Dosage in code,Ingredients,Caution,Side Effect,Contra Indication
89,"4, 5, 6, 7, 2, 8, 9, 10, 11, 12, 13",13,kids bufferin cough syrup s,Lion,17,Acetaminophen 300mg dl-methylephedrine hydrochloride 20mg ,"For administration to children under the supervision and guidance of a guardian or caretaker, Have children under 2 examined by a doctor before use; use prior to consultation only when unavoidable, Use only as directed. When symptom does not improve even if we take 4.5-6 times, you cancel remedy, and please talk with doctor, pharmacist","rash skin, itch, nausea, vomitting, inappetence, dizziness, shortness of breath, suffocation, it is hard to urinate, excessive temperature drop","People who have had allergic symptom by ingredient in this agent or this agent, Person who took this agent or other Cold Medicine, antipyretic analgesic, and has had asthma, While you take this agent, please do not use neither next pharmaceutical product. Other Cold Medicine, antipyretic analgesic, sedatives, antitussive effect expectorant, oral medicine including antihistamine oral medicine for nasal inflammation, suffering from motion sickness medicine, medicine for allergy, Person who is treated by doctor or dentist, Pregnant woman or person considered to be pregnant, Elderly person, Person who received the next diagnosis: Thyroidal dysfunction, diabetes, heart disease, high blood pressure, liver disease, kidney disease, stomach, duodenal ulcer, glaucoma"
90,"4, 5, 6, 7, 2, 8, 9, 10, 11, 12, 13",14,kids bufferin cough syrup s,Lion,17,Acetaminophen 300mg dl-methylephedrine hydrochloride 20mg ,"For administration to children under the supervision and guidance of a guardian or caretaker, Have children under 2 examined by a doctor before use; use prior to consultation only when unavoidable, Use only as directed. When symptom does not improve even if we take 4.5-6 times, you cancel remedy, and please talk with doctor, pharmacist","rash skin, itch, nausea, vomitting, inappetence, dizziness, shortness of breath, suffocation, it is hard to urinate, excessive temperature drop","People who have had allergic symptom by ingredient in this agent or this agent, Person who took this agent or other Cold Medicine, antipyretic analgesic, and has had asthma, While you take this agent, please do not use neither next pharmaceutical product. Other Cold Medicine, antipyretic analgesic, sedatives, antitussive effect expectorant, oral medicine including antihistamine oral medicine for nasal inflammation, suffering from motion sickness medicine, medicine for allergy, Person who is treated by doctor or dentist, Pregnant woman or person considered to be pregnant, Elderly person, Person who received the next diagnosis: Thyroidal dysfunction, diabetes, heart disease, high blood pressure, liver disease, kidney disease, stomach, duodenal ulcer, glaucoma"
91,"4, 5, 6, 7, 2, 8, 9, 10, 11, 12, 13",15,kids bufferin cough syrup s,Lion,17,Acetaminophen 300mg dl-methylephedrine hydrochloride 20mg ,"For administration to children under the supervision and guidance of a guardian or caretaker, Have children under 2 examined by a doctor before use; use prior to consultation only when unavoidable, Use only as directed. When symptom does not improve even if we take 4.5-6 times, you cancel remedy, and please talk with doctor, pharmacist","rash skin, itch, nausea, vomitting, inappetence, dizziness, shortness of breath, suffocation, it is hard to urinate, excessive temperature drop","People who have had allergic symptom by ingredient in this agent or this agent, Person who took this agent or other Cold Medicine, antipyretic analgesic, and has had asthma, While you take this agent, please do not use neither next pharmaceutical product. Other Cold Medicine, antipyretic analgesic, sedatives, antitussive effect expectorant, oral medicine including antihistamine oral medicine for nasal inflammation, suffering from motion sickness medicine, medicine for allergy, Person who is treated by doctor or dentist, Pregnant woman or person considered to be pregnant, Elderly person, Person who received the next diagnosis: Thyroidal dysfunction, diabetes, heart disease, high blood pressure, liver disease, kidney disease, stomach, duodenal ulcer, glaucoma"
92,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",1,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",11,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
93,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",2,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",11,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
94,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",3,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",11,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
95,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",4,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",11,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
96,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",5,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",12,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
97,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",6,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",12,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
98,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",7,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",12,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
99,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",8,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",12,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
100,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",9,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",12,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
101,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",10,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",15,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
102,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",11,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",15,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
103,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",12,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",15,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
104,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",13,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",17,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
105,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",14,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",17,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
106,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13",15,parbon kids cold syrup,"Toisho Pharmaceutical CO.,Ltd.",17,"Dextromethorphan hydrobromide hydrate 16mg Guaifenesin 80mg, Dextromethorphan Hydrobromide 16mg, Guaifenesin 83.3mg, Chlorpheniramine Maleate 2.5mg, Acetaminophen 300mg, Excipients Sugar,Sucralose ,Benzoic acid,Butyl parahydroxybenzoate,Sodium citrate,citric acid,Sunset Yellow FCF ,flavor,Vanillin","Do not take this medicine for a long time, After taking this drug, do not drive a car or operate machinery, Do not drink alcohol before and after taking this drug","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Do not use this drug with any of these: Antihistamine-containing cold drugs, antipyretics/analgesics, sedatives, expectorants, internal medicine, etc. gastrointestinal painkillers, The following should consult a doctor, pharmacist, or registered salesperson before administering. Doctors and dentists treating patients. Possibly pregnant women. Drug-allergic patients, etc. Persons with heat, urinating problems, Those with heart, liver, or kidney disease Glaucoma, ulcers"
107,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",1,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",7," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
108,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",2,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",7," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
109,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",3,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",7," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
110,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",4,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",7," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
111,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",5,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",9," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
112,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",6,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",9," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
113,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",7,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",9," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
114,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",8,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",9," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
115,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",9,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",9," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
